!CSV A.01.01
!Keysight Technologies,E5080B,MY59100151,A.13.70.02
!Date: Wednesday, April 01, 2020 17:39:44
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S12(MAG),S12(DEG),S21(MAG),S21(DEG),S22(MAG),S22(DEG)
9000,0.99753571,0.54673624,0.0022053956,-171.21101,0.0018511032,56.813934,0.99642092,0.55025512
508995.5,0.99953049,-5.7404795,0.0038873856,50.93261,0.0087402025,84.448372,1.0048327,-9.3309402
1008991,1.0026046,-11.346859,0.0017140817,-174.69525,0.00815567,35.728344,0.9959718,-14.838895
1508986.5,0.99984592,-17.177479,0.0016455943,-113.7702,0.020422122,-56.023708,0.95645475,-20.267664
2008982,0.99706048,-22.398701,0.0010848868,-127.33809,0.022789232,166.94772,0.98283803,-30.517092
2508977.5,0.99561876,-27.880247,0.0022144052,72.466965,0.011749214,-98.12899,0.98195362,-40.037811
3008973,0.99835962,-33.59174,0.00088952086,-165.39091,0.0073410897,153.00473,0.98985082,-46.458599
3508968.5,0.99185681,-38.981541,0.0022113728,-147.71399,0.0217245,56.47982,0.94785458,-53.130245
4008964,0.99231637,-44.51207,0.00013287739,149.68365,0.0082135955,73.68853,0.92707443,-65.507568
4508959.5,0.99031574,-50.312572,0.0013689813,148.56981,0.0064773615,96.539375,0.96156549,-72.199738
5008955,0.98675358,-55.656181,0.00076494535,71.290512,0.025404641,22.989037,0.92065328,-76.586891
5508950.5,0.98319471,-61.622444,0.00098774431,-36.283562,0.033095714,0.43579575,0.85723215,-87.635239
6008946,0.97995174,-67.183548,0.00055148656,26.365696,0.036960151,132.47293,0.8845368,-93.211098
6508941.5,0.97863865,-72.894592,0.0012864845,62.363625,0.013467273,19.184824,0.8587783,-99.142952
7008937,0.97473419,-78.22625,0.00090956286,-80.680023,0.057683047,-22.503897,0.84878302,-107.8233
7508932.5,0.97226465,-84.070419,0.00060293981,149.18257,0.053786613,-37.875332,0.81376934,-108.12531
8008928,0.966878,-89.386185,0.00048419376,-98.145981,0.025619218,-41.022293,0.82742429,-118.03298
8508923.5,0.96264029,-95.135422,0.0007824616,127.40756,0.02635983,53.106567,0.80468893,-124.46109
9008919,0.95655698,-100.69402,0.00068951986,133.88965,0.053880677,136.61588,0.78309554,-130.30901
9508914.5,0.95145673,-106.16323,0.0017258548,38.154228,0.034163315,58.320843,0.77748233,-138.95779
10008910,0.94431376,-111.95448,0.0012507604,-41.264942,0.0069231796,-71.897842,0.75192553,-144.37627
10508905.5,0.94105226,-117.61742,0.0016580134,144.40738,0.061439224,-26.329134,0.77650791,-145.53293
11008901,0.93681729,-123.16093,0.0011876067,142.48918,0.047162,-55.108185,0.74657112,-154.93452
11508896.5,0.93247539,-128.67593,0.00073654979,-7.4772601,0.032426607,-7.2477655,0.69907421,-161.96263
12008892,0.92528677,-134.26529,0.00074947841,-30.388912,0.049211048,-46.304459,0.72307444,-164.54938
12508887.5,0.92012036,-139.99242,0.0011189951,-6.2861886,0.038525019,36.853348,0.7354874,-171.61357
13008883,0.91150361,-145.5667,0.00073888054,156.14764,0.063447535,-27.337303,0.7197805,-175.63147
13508878.5,0.90350509,-151.07602,0.0015845936,-43.686657,0.037504613,-92.383965,0.71142125,177.43335
14008874,0.89633775,-156.56696,0.00076423114,-49.293312,0.05549562,-124.9994,0.67167175,170.61406
14508869.5,0.88771045,-162.0251,0.0009766391,-109.60606,0.11240182,-49.675743,0.67471772,166.42691
15008865,0.87857616,-167.44965,0.0011164396,2.0988944,0.055422157,-21.859249,0.6511395,159.58696
15508860.5,0.87137544,-172.85631,0.00086130388,-80.868057,0.091559716,-65.764091,0.66551369,159.92519
16008856,0.86536187,-178.1144,0.0006662939,171.21172,0.12033607,-64.293182,0.65937972,150.65669
16508851.5,0.85809058,176.53331,0.0011753683,32.895302,0.1685953,-65.531616,0.63805002,146.6149
17008847,0.85015601,171.31364,0.00079092564,172.68765,0.097138695,-70.126274,0.63019556,143.42615
17508842.5,0.84559852,165.99814,0.00035707481,-145.05435,0.12102416,-53.764469,0.64421099,139.92218
18008838,0.83969402,160.75728,0.0013948764,102.47965,0.11118903,-101.15949,0.65106601,130.41115
18508833.5,0.83299762,155.57591,0.0017898342,44.958488,0.049086984,-41.522038,0.64376909,128.57187
19008829,0.82779956,150.45613,0.00075167784,62.843712,0.2012459,-82.456268,0.63579607,125.3434
19508824.5,0.82162237,145.2094,0.00025338706,64.616997,0.19371831,-98.776291,0.60656261,116.82787
20008820,0.81389958,140.06618,0.00054217642,-97.00428,0.095138006,-82.581711,0.5887903,113.14318
20508815.5,0.81334835,134.94356,0.00017716638,-102.52551,0.1844537,-109.00738,0.60706371,113.76372
21008811,0.80978984,129.61679,6.0245013e-005,5.0797005,0.19748054,-102.7157,0.58083129,110.31626
21508806.5,0.80429357,124.77391,0.0012083644,79.649452,0.082483478,-95.866112,0.63713288,102.66946
22008802,0.80110532,119.33342,0.0016911358,-9.8334732,0.35754192,-114.26229,0.63506377,94.015747
22508797.5,0.79908854,114.31667,0.00069943647,-106.01537,0.27211827,-144.28366,0.59129953,92.263794
23008793,0.79208177,109.31677,0.00082663679,85.026794,0.19428223,-116.93923,0.60154235,86.801476
23508788.5,0.78834361,104.15223,0.00067769882,-163.69725,0.47179052,-126.36024,0.57557666,82.913681
24008784,0.78588235,98.951012,0.00077600288,5.5902009,0.14476816,-129.12839,0.60026217,77.650902
24508779.5,0.78234744,93.847862,0.00025698735,147.22884,0.38543287,-125.41611,0.59068388,76.312508
25008775,0.77775818,88.844376,0.00041649304,-164.4725,0.3725093,-148.42378,0.58156532,71.349556
25508770.5,0.77694261,83.953094,0.00090252364,36.317047,0.36178249,-136.71722,0.61616695,66.440666
26008766,0.77228576,78.854576,0.0012636939,131.70531,0.42647794,-132.45828,0.57762742,63.915634
26508761.5,0.77139634,73.827454,0.00023845774,91.714554,0.3619222,-145.92188,0.59176952,61.899643
27008757,0.77384472,68.778984,2.8604758e-005,-149.85588,0.49306643,-154.63974,0.57363307,53.844563
27508752.5,0.76819241,63.680573,0.00067562622,93.337753,0.46204227,-130.6873,0.60116988,54.216068
28008748,0.7671532,58.888252,0.0011973381,136.80801,0.5010156,-133.45374,0.5717569,47.909668
28508743.5,0.76431495,53.420345,0.0010716229,103.40063,0.50522238,-152.43146,0.60443777,41.814648
